,date,sentences
44,2012-12-13,"['금융통화위원회는 다음 통화정책방향 결정시까지 한국은행 기준금리를 현 수준(.%)에서 유지하여 통화정책을 운용하기로 하였다.', '세계경제를 보면, 미국은 완만한 경기회복세가 이어졌으나 유로지역에서는 경제활동의 부진이 지속되었다.', '신흥시장국은 경제지표가점차 개선되는 모습을 나타내었다.', '앞으로 세계경제는 완만한 회복세를 보일 것으로 예상되나 유로지역 재정위기, 미국의 재정긴축문제 등으로 성장의 하방위험이 큰 것으로 판단된다.', '국내경제를 보면, 수출은 개선되고 있으나 내수 부진이 이어지면서성장세가 미약한 수준을 지속하였다.', '고용 면에서는 취업자수가 고령층을 중심으로 금융위기 이전 평균 수준을 상회하는 증가세를 보였다.', '앞으로 국내경제는 유로지역 재정위기의 장기화, 세계경제의성장세 회복 지연 등으로 마이너스의 GDP갭이 상당기간 지속될것으로 예상된다.', '월중 소비자물가 상승률은 농산물 및 석유류가격 하락에 주로 기인하여 전월의 .%', '에서 .%', '로 하락하였으며 농산물 및 석유류제외 근원인플레이션율은 .%', '의 낮은 수준을 지속하였다.', '앞으로물가상승률은 수요압력 완화 등으로 당분간 낮게 유지될 것으로 전망된다.', '주택매매가격은 수도권에서는 하락세를, 지방에서는 상승세를 지속하였다.', '금융시장에서는 주가와 장기시장금리가 국제금융시장 안정, 주요국경제지표 개선 등으로 상승하였으며 환율은 경상수지 흑자 지속 등으로 하락하였다.', '금융통화위원회는 앞으로 해외 위험요인 및 이에 따른 국내외 금융․경제상황 변화를 면밀하게 점검하는 한편, 인플레이션 기대심리를 낮추도록 계속 노력하면서 성장잠재력이 훼손되지 않는 가운데중기적 시계에서 소비자물가 상승률이 물가안정목표 내에서 안정되도록 통화정책을 운용해 나갈 것이다.']"
45,2013-01-11,"['금융통화위원회는 다음 통화정책방향 결정시까지 한국은행 기준금리를 현 수준(.%)에서 유지하여 통화정책을 운용하기로 하였다.', '세계경제를 보면, 미국은 완만한 경기회복세가 이어졌으나 유로지역에서는 경제활동의 부진이 지속되었으며 신흥시장국은 경제지표가 개선되는 모습을 나타내었다.', '앞으로 세계경제는 완만한 회복세를 보일 것으로 예상되나 유로지역의 재정위기, 미국의 재정긴축등과 관련한 불확실성이 사라지지 않고 성장의 하방위험으로 남아있다.', '국내경제를 보면, 수출 및 내수 관련 지표가 개선과 악화를 반복하는 가운데 성장세가 미약한 수준을 지속하였다.', '고용 면에서는 취업자수 증가폭이 기상여건 악화로 인한 건설업의 고용 부진 등에기인하여 전월보다 다소 축소되었다.', '앞으로 국내경제는 유로지역의 경제활동 부진 등에 따른 세계경제의 더딘 회복세 등으로 마이너스의 GDP갭이 상당기간 지속될 것으로 예상된다.', '월중 소비자물가 상승률은 축산물 및 공업제품가격 안정 등으로전월의 .%', '에서 .%', '로 하락하였으며 농산물 및 석유류 제외 근원인플레이션율은 .%', '의 낮은 수준을 지속하였다.', '앞으로 물가상승률은 수요압력 완화 등으로 당분간 낮게 유지될 것으로 전망된다.', '주택매매가격은 수도권에서는 하락세를, 지방에서는 상승세를이어갔다.', '금융시장에서는 주요 선진국의 추가 양적완화정책, 국제금융시장안정 등으로 주가는 상승하였고 환율은 하락하였다.', '장기시장금리는 경기전망 및 미국 재정긴축 관련 협상 전개 등에 따라 변동하면서 전월말대비 하락하였다.', '금융통화위원회는 앞으로 해외 위험요인 및 이에 따른 국내외 금융․경제상황 변화를 면밀하게 점검하고 인플레이션 기대심리를 낮추도록 계속 노력하는 한편, 저성장 지속으로 성장잠재력이 훼손되지 않도록 하는 가운데 중기적 시계에서 소비자물가 상승률이 물가안정목표 범위 내에서 유지되도록 통화정책을 운용해 나갈 것이다.']"
46,2013-02-14,"['금융통화위원회는 다음 통화정책방향 결정시까지 한국은행 기준금리를 현 수준(.%)에서 유지하여 통화정책을 운용하기로 하였다.', '세계경제를 보면, 미국에서는 완만한 경기회복세가 이어졌으나 유로지역에서는 경제활동이 부진에서 벗어나지 못하였으며 신흥시장국에서는 경제지표의 개선추세가 지속되는 모습을 나타내었다.', '앞으로 세계경제는 완만한 회복세를 보일 것으로 예상되나 유로지역의 재정위기, 미국의 재정긴축 등과 관련한 불확실성이 사라지지않고 성장의 하방위험으로 남아있다.', '국내경제를 보면, 수출이 대체로 양호한 가운데 투자는 증가하였으나 소비가 감소하여 성장세가 미약한 수준을 지속하였다.', '고용 면에서는 취업자수가 고령층 및 서비스업 중심의 증가세를 이어가는가운데 제조업에서도 증가폭이 확대되었다.', '앞으로 국내경제는 유로지역의 경제활동 부진 등에 따른 세계경제의 더딘 회복세 등으로 마이너스의 GDP갭이 상당기간 지속될 것으로 예상된다.', '월중 소비자물가 상승률과 농산물 및 석유류 제외 근원인플레이션율은 각각 .%', '및 .%', '로 전월과 유사하게 낮은 수준을 지속하였다.', '앞으로 물가상승률은 수요압력 약화 등으로 당분간 낮게 유지될 것으로 전망된다.', '주택매매가격은 수도권에서는 하락세를, 지방에서는 상승세를 이어갔다.', '금융시장에서는 외국인 증권투자자금 유출 등으로 주가가 하락하고 환율이 상승하였다.', '장기시장금리는 낮은 수준에서 비교적 좁은폭의 등락을 보였다.', '금융통화위원회는 앞으로 해외 위험요인 및 우리나라의 지정학적위험과 이에 따른 금융․경제상황 변화를 면밀하게 점검하고 인플레이션 기대심리를 낮추도록 계속 노력하는 한편, 저성장 지속으로성장잠재력이 훼손되지 않도록 하는 가운데 중기적 시계에서 소비자물가 상승률이 물가안정목표 범위 내에서 유지되도록 통화정책을 운용해 나갈 것이다.']"
47,2013-03-14,"['금융통화위원회는 다음 통화정책방향 결정시까지 한국은행 기준금리를 현 수준(.%)에서 유지하여 통화정책을 운용하기로 하였다.', '세계경제를 보면, 미국에서는 완만한 경기회복세가 지속되었으나유로지역에서는 경제활동이 부진에서 벗어나지 못하였으며 신흥시장국에서는 성장세가 이어지는 모습을 나타내었다.', '앞으로 세계경제는 완만한 회복세를 지속할 것으로 예상되나 유로지역의 재정위기, 미국의 재정긴축 등과 관련한 불확실성이 사라지지 않고 성장의 하방위험으로 남아있다.', '국내경제를 보면, 수출이 회복 기조를 유지하고 건설투자가 소폭증가하였으나 소비 및 설비투자는 일시적 요인으로 감소함에 따라미약한 수준의 성장세를 지속하였다.', '고용 면에서는 취업자수 증가규모가 설 연휴 등에 따른 임시․일용직의 감소폭 확대로 전월보다 축소되었다.', '앞으로 국내경제가 유로지역의 경제활동 부진 등에따른 세계경제의 더딘 회복세 등으로 상당기간 마이너스의 GDP갭을 나타낼 것이라는 전망에는 변화가 없다.', '월중 소비자물가 상승률과 농산물 및 석유류 제외 근원인플레이션율은 각각 .%,', '.%로 전월과 유사하게 낮은 수준을 지속하였다.', '앞으로 물가상승률은 수요압력 약화 등으로 비교적 낮게 유지될 것으로 보이나, 제도적 요인에 의한 하락 효과가 일부 소멸되면서 현 수준보다는 높아질 전망이다.', '주택매매가격은 수도권에서는하락세를, 지방에서는 완만한 상승세를 이어갔다.', '금융시장에서는 주가가 외국인 주식투자자금 유입과 국내 지정학적 위험 증대의 영향이 교차하면서 소폭의 등락을 보였으며 장기시장금리는 외국인 채권투자자금이 대규모로 유입된 데 주로 기인하여 하락하였다.', '환율은 일정 범위 내에서 등락하였으나 최근 지정학적 위험 부각 등으로 상승하였다.', '금융통화위원회는 앞으로 해외 위험요인 및 우리나라의 지정학적위험과 이에 따른 금융․경제상황 변화를 면밀하게 점검하고 인플레이션 기대심리를 낮추도록 계속 노력하는 한편, 저성장 지속으로성장잠재력이 훼손되지 않도록 하는 가운데 중기적 시계에서 소비자물가 상승률이 물가안정목표 범위 내에서 유지되도록 통화정책을 운용해 나갈 것이다.']"
48,2013-04-11,"['금융통화위원회는 다음 통화정책방향 결정시까지 한국은행 기준금리를 현 수준(.%)에서 유지하여 통화정책을 운용하기로 하였다.', '세계경제를 보면, 미국에서는 완만한 경기회복세가 이어졌으나 유로지역에서는 경제활동이 계속 부진하였으며 신흥시장국에서는 중국을 중심으로 경제지표의 개선추세가 지속되었다.', '앞으로 세계경제는 완만한 회복세를 지속할 것으로 예상되나 유로지역의 경기회복 지연 및 미국의 재정긴축 등과 관련한 불확실성이 성장의 하방위험으로 남아있다.', '국내경제를 보면, 수출이 회복 기조를 유지하고 투자 관련 지표가반등하였으나 소비가 전월에 이어 감소함에 따라 성장세는 미약한수준을 지속하였다.', '고용 면에서는 취업자수 증가규모가 대 이상연령층을 중심으로 확대되었다.', '앞으로 국내경제가 세계경제의 더딘 회복세, 엔화 약세의 영향 등으로 상당기간 마이너스의 GDP갭을 나타낼 것이라는 전망에는 변화가 없다.', '월중 소비자물가 상승률은 농축수산물 가격의 하락 등으로 전월의 .%', '에서 .%', '로 소폭 낮아진 반면 농산물 및 석유류 제외 근원인플레이션율은 전월의 .%', '에서 .%', '로 소폭 상승하였다.', '앞으로 물가상승률은 수요압력 약화 등으로 비교적 낮게 유지될 것으로 보이나, 제도적 요인에 의한 하락 효과의 일부 소멸 등으로 현수준보다는 높아질 전망이다.', '주택매매가격은 수도권에서는 하락세를, 지방에서는 완만한 상승세를 이어갔다.', '금융시장에서는 유로지역 리스크 재부각, 국내 지정학적 위험 증대등으로 외국인 증권투자자금이 유출되면서 주가가 큰 폭 하락하고환율은 크게 상승하였다.', '장기시장금리는 경기회복세 둔화 우려 등으로 하락세를 지속하였다.', '금융통화위원회는 앞으로 해외 위험요인 및 우리나라 지정학적 위험과 이에 따른 금융․경제상황 변화를 면밀하게 점검하고 인플레이션 기대심리를 낮추도록 계속 노력하는 한편, 저성장 지속으로성장잠재력이 훼손되지 않도록 하는 가운데 중기적 시계에서 소비자물가 상승률이 물가안정목표 범위 내에서 유지되도록 통화정책을 운용해 나갈 것이다.']"
49,2013-05-09,"['금융통화위원회는 다음 통화정책방향 결정시까지 한국은행 기준금리를 현재의 .%', '에서 .%', '로 하향 조정하여 통화정책을 운용하기로 하였다.', '세계경제를 보면, 미국에서는 완만한 경기회복세가 이어졌으나 유로지역에서는 경제활동의 부진이 심화되었으며 중국 등 신흥시장국에서는 경제지표의 개선추세가 당초 예상에 미치지 못하였다.', '이에 따라 유럽중앙은행을 포함한 일부 중앙은행에서는 정책금리를인하하였다.', '앞으로 세계경제는 완만한 회복세를 이어갈 것으로 예상되나 유로지역의 경기부진 및 주요국 재정건전화 추진 등과 관련한 불확실성 등으로 성장의 하방위험이 여전히 높은 수준으로남아있다.', '국내경제를 보면, 수출이 완만하나마 회복세를 유지하였으나 내수관련 지표가 개선과 악화를 반복하면서 성장세가 계속 미약하였다.', '고용 면에서는 취업자수 증가규모가 대 이상 연령층을 중심으로확대되었다.', '앞으로 국내경제가 세계경제의 더딘 회복세, 엔화 약세 및 국내 지정학적 위험의 영향 등으로 상당기간 마이너스의GDP갭을 나타낼 것이라는 전망에는 변화가 없다.', '월중 소비자물가 상승률은 전월의 .%', '와 유사한 .%', '를 기록하였으며 농산물 및 석유류 제외 근원인플레이션율도 전월의 .%', '와비슷한 .%', '를 나타냈다.', '앞으로 물가상승률은 공급측면에서 특이요인이 발생하지 않는 한 당분간 낮게 유지될 것으로 전망된다.', '주택매매가격의 경우 수도권에서는 거래가 증가하면서 하락세가 둔화되었으며 지방에서는 완만한 상승세가 이어졌다.', '금융시장에서는 주가와 환율이 국내 지정학적 위험 및 기업실적악화 우려와 이에 따른 외국인 주식투자자금 유출 상황에 주로 영향받아 큰 폭으로 변동하였다.', '장기시장금리는 외국인 국채선물투자에 의해 크게 영향받는 가운데 통화정책 및 경기에 대한 기대의변화 등에 따라 등락하였다.', '금융통화위원회는 앞으로 이번 금리인하와 추가경정예산을 포함한정부의 경제정책 효과를 면밀하게 점검하면서 경제주체들의 심리를 개선하고 인플레이션 기대심리를 낮추도록 노력하는 한편, 저성장 지속으로 성장잠재력이 훼손되지 않도록 하는 가운데 중기적시계에서 소비자물가 상승률이 물가안정목표 범위 내에서 유지되도록 통화정책을 운용해 나갈 것이다.']"
50,2013-06-13,"['금융통화위원회는 다음 통화정책방향 결정시까지 한국은행 기준금리를 현 수준(.%)에서 유지하여 통화정책을 운용하기로 하였다.', '세계경제를 보면, 미국에서는 완만한 경기회복세가 이어졌으나 유로지역에서는 경제활동이 계속 부진하였으며 중국 등 신흥시장국에서는 성장세가 당초 예상보다는 약간 낮아진 모습을 나타내었다.', '앞으로 세계경제는 완만한 회복세를 지속할 것으로 예상되나 미국의 양적완화 조기 축소 가능성 및 주요국 재정건전화 추진 등과관련한 불확실성이 성장의 하방위험으로 남아있다.', '국내경제를 보면, 소비 및 설비투자가 감소하였으나 수출이 호전되고 건설투자가 큰 폭 증가하면서 성장세가 미약하나마 지속되었다.', '고용 면에서는 취업자수가 세 이상 연령층과 서비스업을 중심으로 늘어났으나 제조업에서의 증가세 둔화 등으로 전월보다는 증가규모가 축소되었다.', '앞으로 국내경제가 세계경제의 더딘 회복세 등으로 상당기간 마이너스의 GDP갭을 나타낼 것이라는 전망에는 변화가 없다.', '월중 소비자물가 상승률은 농산물 및 석유류 가격의 하락 등으로전월의 .%', '에서 .%', '로 낮아진 반면 농산물 및 석유류 제외 근원인플레이션율은 전월의 .%', '에서 .%', '로 상승하였다.', '앞으로 물가상승률은 국제유가 및 농산물가격의 변동 등 공급측면에서의 특이요인이 발생하지 않는 한 당분간 낮게 유지될 것으로 전망된다.', '주택매매가격의 경우 수도권에서는 대체로 보합세를 보였으며, 지방에서는 소폭의 오름세를 이어갔다.', '금융시장에서는 국제금융시장과 마찬가지로 미국 양적완화 조기축소 가능성에 의해 주로 영향받으면서 주가가 큰 폭의 하락으로전환하였다.', '장기시장금리는 크게 올랐으며 환율도 상당폭 상승하였다.', '금융통화위원회는 앞으로 해외 위험요인의 변화 추이와 지난달 기준금리 인하 및 추가경정예산을 포함한 정부 경제정책의 효과를면밀하게 점검하면서, 저성장 지속으로 성장잠재력이 훼손되지 않도록 하는 가운데 중기적 시계에서 소비자물가 상승률이 물가안정목표 범위 내에서 유지되도록 통화정책을 운용해 나갈 것이다.']"
51,2013-07-11,"['금융통화위원회는 다음 통화정책방향 결정시까지 한국은행 기준금리를 현 수준(.%)에서 유지하여 통화정책을 운용하기로 하였다.', '세계경제를 보면, 미국에서는 완만한 경기회복세가 지속되었으나유로지역에서는 경제활동의 부진이 이어졌으며 중국 등 신흥시장국에서는 성장세가 다소 둔화되는 모습을 나타내었다.', '앞으로 세계경제는 완만한 회복세를 지속할 것으로 예상되나 미국의 양적완화조기 축소 및 중국의 성장세 둔화 가능성, 주요국 재정건전화 추진등과 관련한 불확실성이 성장의 하방위험으로 남아있다.', '국내경제를 보면, 내수 관련 지표가 개선과 악화를 반복하는 가운데 수출이 대체로 양호하여 성장세가 미약하나마 지속되었다.', '고용면에서는 취업자수 증가규모가 세 이상 연령층과 서비스업을 중심으로 확대되었다.', '앞으로 GDP갭은 세계경제의 더딘 회복세 등으로 상당기간 마이너스인 상태를 유지하겠으나 그 폭은 점차 축소될 것으로 예상된다.', '월중 소비자물가 상승률은 농축수산물 및 석유류 가격이 전월에이어 하락한 데다 서비스가격 등도 낮은 상승률을 유지함에 따라전월과 동일한 .%', '를 나타내었다.', '농산물 및 석유류 제외 근원인플레이션율은 축산물가격의 하락폭 확대 등으로 전월의 .%', '에서.%', '로 소폭 하락하였다.', '앞으로 물가상승률은 전년 하반기의 낮은상승률에 따른 기저효과 등으로 현재보다 높아지겠으나 GDP갭이마이너스인 상태를 유지하여 당분간 안정세를 나타낼 것으로 전망된다.', '주택매매가격의 경우 수도권에서는 하락하였으며, 지방에서는 소폭의 오름세를 이어갔다.', '금융시장에서는 미국의 양적완화 조기 축소 가능성 등으로 국제금융시장에서와 같이 가격변수의 변동성이 확대되었다.', '주가가 외국인 주식투자자금 유출 등으로 큰 폭 하락하였으며 장기시장금리는주요국 금리와 함께 상승하였다.', '환율은 크게 올랐다가 상당폭 하락하였다.', '금융통화위원회는 앞으로 해외 위험요인의 변화 추이 및 영향과지난 월의 기준금리 인하 및 추가경정예산을 포함한 정부 경제정책의 효과를 면밀하게 점검하면서, 저성장 지속으로 성장잠재력이훼손되지 않도록 하는 가운데 중기적 시계에서 소비자물가 상승률이 물가안정목표 범위 내에서 유지되도록 통화정책을 운용해 나갈것이다.']"
52,2013-08-08,"['금융통화위원회는 다음 통화정책방향 결정시까지 한국은행 기준금리를 현 수준(.%)에서 유지하여 통화정책을 운용하기로 하였다.', '세계경제를 보면, 미국에서는 완만한 경기회복세가 지속되었으나유로지역에서는 경제활동의 부진이 이어졌으며 중국 등 신흥시장국에서는 성장세가 다소 둔화되는 모습을 나타내었다.', '앞으로 세계경제는 미국경제의 개선 등에 힘입어 완만한 회복세를 지속할 것으로 전망되나, 미 연준의 출구전략과 관련한 글로벌 금융시장 여건 변화 및 중국의 성장세 둔화 가능성, 주요국 재정건전화 추진을둘러싼 불확실성이 성장의 하방위험으로 남아있다.', '국내경제를 보면, 수출을 중심으로 성장세가 완만하나마 지속되었다.', '고용 면에서는 취업자수 증가규모가 세 이상 연령층과 서비스업을 중심으로 확대되었다.', '앞으로 GDP갭은 상당기간 마이너스상태를 유지하겠으나 그 폭은 점차 축소될 것으로 예상된다.', '월중 소비자물가 상승률은 농축산물 및 석유류 가격의 상승 전환으로 전월의 .%', '에서 .%', '로 높아졌으며, 농산물 및 석유류 제외근원인플레이션율은 전월의 .%', '에서 .%', '로 소폭 상승하였다.', '앞으로 물가상승률은 기상악화에 따른 농산물 수급불균형, 전년 하반기의 낮은 상승률에 따른 기저효과 등으로 현재보다 높아지겠으나,GDP갭이 마이너스를 유지하여 당분간 안정세를 나타낼 것으로 전망된다.', '주택매매가격의 경우 수도권에서는 하락세를, 지방에서는오름세를 유지하였다.', '금융시장은 미국의 양적완화 조기 축소 우려가 완화되면서 대체로안정되는 모습을 나타내었다.', '장기시장금리는 주요국 금리와 함께하락한 후 글로벌 경제지표 개선 등으로 완만하게 상승하였다.', '주가는 외국인 주식투자자금 유입 전환 등으로 상승세를 보이다가최근 다소 반락하였으며 환율은 하락하였다.', '금융통화위원회는 앞으로 해외 위험요인의 변화 추이 및 영향과기준금리 인하 및 추가경정예산을 포함한 정부 경제정책의 효과를면밀하게 점검하면서, 저성장 지속으로 성장잠재력이 훼손되지 않도록 하는 가운데 중기적 시계에서 소비자물가 상승률이 물가안정목표 범위 내에서 유지되도록 통화정책을 운용해 나갈 것이다.']"
53,2013-09-12,"['금융통화위원회는 다음 통화정책방향 결정시까지 한국은행 기준금리를 현 수준(.%)에서 유지하여 통화정책을 운용하기로 하였다.', '세계경제를 보면, 미국에서는 완만한 경기회복세가 지속되었고 유로지역에서는 경제활동이 부진에서 다소 벗어나는 모습을 보였으나 신흥시장국에서는 국가별로 성장세가 차별화되는 움직임을 나타내었다.', '앞으로 세계경제는 미국경제의 개선 등에 힘입어 완만한회복세를 지속할 것으로 전망되나, 미 연준의 양적완화 축소 규모및 주요국 재정건전화 추진 등을 둘러싼 불확실성, 일부 신흥시장국의 금융불안, 중동지역의 지정학적 리스크 등이 성장의 하방위험으로 남아있다.', '국내경제를 보면, 수출과 소비가 개선되는 등 완만한 성장세가 지속되었다.', '고용 면에서는 취업자수가 세 이상 연령층과 서비스업을 중심으로 늘어나면서 증가규모가 확대되었다.', '앞으로 GDP갭은상당기간 마이너스 상태를 유지하겠으나 그 폭은 점차 축소될 것으로 예상된다.', '월중 소비자물가 상승률은 전월의 .%', '에서 .%', '로, 농산물 및석유류 제외 근원인플레이션율은 전월의 .%', '에서 .%', '로 소폭 낮아졌다.', '앞으로 물가상승률은 국제유가 상승에도 불구하고 무상보육 정책 등에 의한 하락 효과, 국제곡물가격 하향 안정세 등으로당분간 낮게 유지될 것으로 전망된다.', '주택시장을 보면, 매매가격은 수도권에서 하락세를 이어갔고 지방에서는 상승세가 둔화되었다.', '전세가격은 수도권에서 상승폭이 확대되었으며 지방에서도 오름세를 지속하였다.', '금융시장에서는 국제금융시장의 변동성 확대와 일부 신흥시장국의금융·외환시장 불안 등에도 불구하고 외국인 주식투자자금 유입 등으로 주가가 상승하였고 환율은 하락하였다.', '장기시장금리는 비교적 좁은 범위 내에서 등락하였다.', '금융통화위원회는 앞으로 해외 위험요인의 전개 상황 및 영향에깊이 유의하고 기준금리 인하 및 추가경정예산을 포함한 정부 경제정책의 효과를 점검하면서, 저성장 지속으로 성장잠재력이 훼손되지 않도록 하는 가운데 중기적 시계에서 소비자물가 상승률이물가안정목표 범위 내에서 유지되도록 통화정책을 운용해 나갈 것이다.']"
54,2013-10-10,"['금융통화위원회는 다음 통화정책방향 결정시까지 한국은행 기준금리를 현 수준(.%)에서 유지하여 통화정책을 운용하기로 하였다.', '세계경제를 보면, 미국에서는 경기회복세가 지속되었고 유로지역에서는 경기부진이 완화되는 모습을 보였으며 신흥시장국에서는 중국을 중심으로 성장세가 다소 회복되는 움직임을 나타내었다.', '앞으로 세계경제는 완만한 회복세를 지속할 것으로 전망되나, 미국 정부의 예산안 및 부채한도 증액을 둘러싼 불확실성 증대, 미 연준의양적완화 축소와 관련한 글로벌 금융시장 여건 변화 가능성 등이성장의 하방위험 요인으로 작용하고 있다.', '국내경제를 보면, 수출이 호조를 보이고 내수도 개선되면서 완만한성장세가 지속되었다.', '고용 면에서는 취업자수가 세 이상 연령층과 서비스업을 중심으로 늘어나면서 증가규모가 확대되었다.', '앞으로 GDP갭은 상당기간 마이너스 상태를 유지하겠으나 그 폭은 축소될 것으로 예상된다.', '월중 소비자물가 상승률은 농산물 및 석유류 가격의 하락 등으로전월의 .%', '에서 .%', '로 낮아졌으나, 농산물 및 석유류 제외 근원인플레이션율은 전월의 .%', '에서 .%', '로 높아졌다.', '앞으로 물가상승률은 일부 공공요금 인상 등에도 불구하고 무상보육 정책 등에의한 하락 효과, 국제곡물가격 하향 안정세 등으로 당분간 낮게 유지될 것으로 전망된다.', '주택시장을 보면, 매매가격은 수도권에서하락폭이 축소되었고 지방에서는 상승세를 이어갔다.', '전세가격은수도권에서 상승폭이 확대되었으며 지방에서도 오름세를 지속하였다.', '금융시장은 미국의 양적완화 규모 유지 등의 영향으로 대체로 안정된 모습을 나타내었다.', '외국인 주식투자자금 유입 등으로 주가가큰 폭 상승하였으며 환율은 하락하였다.', '장기시장금리는 주요국 금리와 함께 소폭 하락하였다.', '금융통화위원회는 앞으로 해외 위험요인의 전개 상황 및 영향에깊이 유의하고 기준금리 인하 및 추가경정예산을 포함한 정부 경제정책의 효과를 점검하면서, 저성장 지속으로 성장잠재력이 훼손되지 않도록 하는 가운데 중기적 시계에서 소비자물가 상승률이물가안정목표 범위 내에서 유지되도록 통화정책을 운용해 나갈 것이다.']"
55,2013-11-14,"['금융통화위원회는 다음 통화정책방향 결정시까지 한국은행 기준금리를 현 수준(.%)에서 유지하여 통화정책을 운용하기로 하였다.', '세계경제를 보면, 미국에서는 일부 경제지표의 개선추세가 일시 주춤하였으나 경기가 회복기조를 유지하였고 유로지역에서는 경기부진이 미약하게나마 완화되는 모습을 지속하였으며 신흥시장국에서는 중국을 중심으로 성장세가 회복되는 움직임을 이어갔다.', '앞으로세계경제는 완만한 회복세를 지속할 것으로 전망되나, 미 연준의양적완화 축소와 관련한 글로벌 금융시장 여건 변화 가능성, 미국정부의 예산안 및 부채한도 증액을 둘러싼 불확실성 지속 등이 성장의 하방위험 요인으로 작용하고 있다.', '국내경제를 보면, 내수관련 지표가 일시 부진하였으나 수출이 호조를 이어가면서 경기는 추세치를 따라 회복세를 지속하였다.', '고용면에서는 취업자수 증가규모가 세 이상 연령층과 서비스업을 중심으로 확대되었다.', '앞으로 GDP갭은 상당기간 마이너스 상태를 유지하겠으나 그 폭은 축소될 것으로 예상된다.', '월중 소비자물가 상승률은 농산물 및 석유류 가격의 하락폭 확대 등으로 전월의 .%', '에서 .%', '로 소폭 낮아졌으나, 농산물 및석유류 제외 근원인플레이션율은 전월과 같은 .%', '를 유지하였다.', '앞으로 물가상승률은 무상보육 정책 등에 의한 하락 효과, 국제곡물가격 하향 안정세 등으로 당분간 낮게 유지될 것으로 전망된다.', '주택시장을 보면, 매매가격은 수도권에서 상승으로 전환되었으며지방에서는 오름세가 소폭 확대되었다.', '전세가격은 수도권에서 전월 수준의 높은 상승세를 지속하였으며 지방에서도 상승폭이 확대되었다.', '금융시장은 미국의 재정관련 협상 타결과 양적완화 축소 지연 기대의 변화에 주로 영향받아 움직이는 모습을 나타내었다.', '주가는외국인 주식투자자금 흐름의 변화와 함께 큰 폭 상승한 후 다시하락하였으며 환율은 경상수지 흑자 지속에 따른 하락세를 이어가다가 최근 반등하였다.', '장기시장금리는 좁은 범위 내에서 등락한후 상승하였다.', '금융통화위원회는 앞으로 해외 위험요인의 전개 상황 및 영향에깊이 유의하고 기준금리 인하 및 추가경정예산을 포함한 정부 경제정책의 효과를 점검하면서, 저성장 지속으로 성장잠재력이 훼손되지 않도록 하는 가운데 중기적 시계에서 소비자물가 상승률이물가안정목표 범위 내에서 유지되도록 통화정책을 운용해 나갈 것이다.']"
56,2013-12-12,"['금융통화위원회는 다음 통화정책방향 결정시까지 한국은행 기준금리를 현 수준(.%)에서 유지하여 통화정책을 운용하기로 하였다.', '세계경제를 보면, 미국에서는 경기회복세가 지속되었고 유로지역에서는 경기부진이 완화되는 모습을 이어갔으며 신흥시장국에서는중국을 중심으로 성장세가 유지되었다.', '앞으로 세계경제는 완만한회복세를 지속할 것으로 전망되나, 미 연준의 양적완화 축소와 관련한 글로벌 금융시장 여건 변화 가능성, 미국의 재정 관련 불확실성 지속 등이 성장의 하방위험 요인으로 남아있다.', '국내경제를 보면, 내수와 수출이 모두 증가하면서 경기가 추세치를따라 회복세를 지속하였다.', '고용 면에서는 취업자수가 세 이상연령층과 서비스업을 중심으로 늘어나면서 증가규모가 크게 확대되었다.', '앞으로 GDP갭은 상당기간 마이너스 상태를 유지하겠으나그 폭은 축소될 것으로 예상된다.', '월중 소비자물가 상승률은 농산물 및 석유류 가격의 하락세 둔화, 일부 공업제품가격 상승 및 전기료 인상 등으로 전월의 .%', '에서 .%', '로 높아졌으며, 농산물 및 석유류 제외 근원인플레이션율도전월의 .%', '에서 .%', '로 상승하였다.', '앞으로 물가상승률은 국제곡물가격 안정 등으로 당분간 낮은 수준을 나타내겠으나 현재보다는높아질 것으로 전망된다.', '주택시장을 보면, 매매가격은 수도권에서전월 수준을 유지하였으나 지방에서는 오름세가 소폭 확대되었다.', '전세가격은 수도권에서 상승폭이 축소되었으나 지방에서는 전월수준의 오름세를 지속하였다.', '금융시장에서는 주로 미 연준의 양적완화 축소 전망의 영향을 받아 주가는 상당폭 하락하였고 장기시장금리는 상승하였다.', '환율은경상수지 흑자 지속과 외국인 증권투자자금 유출의 영향으로 등락하면서 하락하였다.', '금융통화위원회는 앞으로 해외 위험요인의 전개 상황 및 영향에깊이 유의하고 기준금리 인하 및 추가경정예산을 포함한 정부 경제정책의 효과를 점검하면서, 저성장 지속으로 성장잠재력이 훼손되지 않도록 하는 가운데 중기적 시계에서 소비자물가 상승률이물가안정목표 범위 내에서 유지되도록 통화정책을 운용해 나갈 것이다.']"
